?s	?name
<http://lod4all.net/resource/financial/fdicCert-16307>	"Manufacturers Bank & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-57581>	"Maple Bank"@en
<http://lod4all.net/resource/financial/fdicCert-28585>	"Maple City Savings Bank, Fsb"@en
<http://lod4all.net/resource/financial/fdicCert-17903>	"Maquoketa State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29745>	"Marathon Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35479>	"Mariners Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14184>	"Marion Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-15272>	"Marion County State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15355>	"Marion State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1517>	"Markesan State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-90235>	"Marlborough Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58267>	"Marlin Business Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18094>	"Marquette Farmers State Bank Of Marquette"@en
<http://lod4all.net/resource/financial/fdicCert-30544>	"Marquette Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58345>	"Marquis Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9752>	"Marshall County State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-90190>	"Martha's Vineyard Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8270>	"Martinsburg Bank And Trust"@en
<http://lod4all.net/resource/financial/fdicCert-29685>	"Martinsville First Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57821>	"Maryland Financial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18013>	"Mascoma Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-3327>	"Mason Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30429>	"Massena Savings And Loan"@en
<http://lod4all.net/resource/financial/fdicCert-15930>	"Maxwell State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-13736>	"Maynard Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30585>	"Mayville Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12899>	"Mayville State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14816>	"Mbank"@en
<http://lod4all.net/resource/financial/fdicCert-29829>	"Mbl Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4187>	"Mcclain Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23798>	"Mccurtain County National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-13794>	"Mcintosh County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-6803>	"Mcnb Bank And Trust Co."@en
<http://lod4all.net/resource/financial/fdicCert-25173>	"Meade County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58722>	"Meadows Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12206>	"Mechanics Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1768>	"Mechanics Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29011>	"Mechanics Bank"@en
<http://lod4all.net/resource/financial/fdicCert-26634>	"Mechanics Cooperative Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17476>	"Mechanics' Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57449>	"Medallion Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15772>	"Mediapolis Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58401>	"Mega Bank"@en
<http://lod4all.net/resource/financial/fdicCert-26511>	"Melrose Co-Operative Bank"@en
<http://lod4all.net/resource/financial/fdicCert-256>	"Melvin Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57470>	"Members Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-3336>	"Menard Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9003>	"Menno State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-19200>	"Meramec Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-22953>	"Mercantil Commercebank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-34598>	"Mercantile Bank Of Michigan"@en
<http://lod4all.net/resource/financial/fdicCert-30084>	"Mercer Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-11446>	"Merchants & Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-855>	"Merchants & Farmers Bank Of Greene County, Alabama"@en
<http://lod4all.net/resource/financial/fdicCert-12203>	"Merchants & Marine Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8665>	"Merchants & Planters Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16464>	"Merchants & Planters' Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8735>	"Merchants And Farmers Bank"@en
<http://lod4all.net/resource/financial/fdicCert-327>	"Merchants And Planters Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18637>	"Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8943>	"Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-46>	"Merchants Bank Of Alabama"@en
<http://lod4all.net/resource/financial/fdicCert-27477>	"Merchants Bank Of California, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-8056>	"Merchants Bank Of Indiana"@en
<http://lod4all.net/resource/financial/fdicCert-8866>	"Merchants Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-58184>	"Merchants Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1125>	"Merchants State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17180>	"Meredith Village Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57777>	"Meridian Bank"@en
<http://lod4all.net/resource/financial/fdicCert-34519>	"Merrick Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17960>	"Merrimack County Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30776>	"Metabank"@en
<http://lod4all.net/resource/financial/fdicCert-27510>	"Metro Bank"@en
<http://lod4all.net/resource/financial/fdicCert-34308>	"Metro Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58181>	"Metro City Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58402>	"Metro Phoenix Bank"@en
<http://lod4all.net/resource/financial/fdicCert-25869>	"Metropolitan Bank"@en
<http://lod4all.net/resource/financial/fdicCert-33656>	"Metropolitan Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-57488>	"Metropolitan Capital Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-34699>	"Metropolitan Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1945>	"Metz Banking Company"@en
<http://lod4all.net/resource/financial/fdicCert-11459>	"Mid America Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1624>	"Mid America Bank & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-17374>	"Mid-America Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30943>	"Mid-Central Federal Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15584>	"Mid-Missouri Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30133>	"Mid-Southern Savings Bank, Fsb"@en
<http://lod4all.net/resource/financial/fdicCert-58498>	"Midcoast Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-28865>	"Midcountry Bank"@en
<http://lod4all.net/resource/financial/fdicCert-28368>	"Middlesex Federal Savings, F.A."@en
<http://lod4all.net/resource/financial/fdicCert-14017>	"Middletown Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-2777>	"Midsouth Bank"@en
<http://lod4all.net/resource/financial/fdicCert-25884>	"Midsouth Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-4465>	"Midstates Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-9737>	"Midwest Bank"@en
<http://lod4all.net/resource/financial/fdicCert-13255>	"Midwest Bank National Association"@en
<http://lod4all.net/resource/financial/fdicCert-25849>	"Midwest Independent Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8889>	"Midwest Regional Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14843>	"Midwestone Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58502>	"Milestone Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30152>	"Milford Building And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-29835>	"Milford Federal Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-2616>	"Millbury National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-21920>	"Millbury Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58348>	"Millennium Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58466>	"Millennium Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15669>	"Mills County State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30183>	"Millville Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-5439>	"Minden Exchange Bank & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-28868>	"Mineola Community Bank, S.S.b."@en
<http://lod4all.net/resource/financial/fdicCert-9933>	"Miner County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-13018>	"Miners & Merchants Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23989>	"Miners Exchange Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58818>	"Minnesota Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-26755>	"Minnesota First Credit And Savings, Incorporated"@en
<http://lod4all.net/resource/financial/fdicCert-23986>	"Minnesota Lakes Bank"@en
<http://lod4all.net/resource/financial/fdicCert-5249>	"Minnesota National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-13809>	"Minnstar Bank National Association"@en
<http://lod4all.net/resource/financial/fdicCert-16958>	"Minnwest Bank"@en
<http://lod4all.net/resource/financial/fdicCert-763>	"Minster Bank"@en
<http://lod4all.net/resource/financial/fdicCert-34805>	"Mission Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57137>	"Mission Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23749>	"Mission National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57101>	"Mission Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30526>	"Mississippi County Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-13029>	"Mitchell Bank"@en
<http://lod4all.net/resource/financial/fdicCert-21843>	"Mizuho Bank (Usa)"@en
<http://lod4all.net/resource/financial/fdicCert-27089>	"Mizuho Trust & Banking Co. Usa"@en
<http://lod4all.net/resource/financial/fdicCert-22398>	"Modern Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-33508>	"Mohave State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-33458>	"Monona State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12181>	"Monroe Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-29578>	"Monroe Federal Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-90245>	"Monson Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-21956>	"Montecito Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-22460>	"Monterey County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1860>	"Montezuma State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8255>	"Montgomery Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-8594>	"Montrose Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58757>	"Monument Bank"@en
<http://lod4all.net/resource/financial/fdicCert-275>	"Morgantown Bank & Trust Company, Incorporated"@en
<http://lod4all.net/resource/financial/fdicCert-17910>	"Morris Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9037>	"Mound City Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8028>	"Mount Vernon Bank"@en
<http://lod4all.net/resource/financial/fdicCert-10494>	"Mount Vernon Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-4931>	"Mountain Commerce Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58341>	"Mountain Pacific Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1705>	"Mountain Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17411>	"Mountain Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-6786>	"Mountain Valley Bank, N.A."@en
<http://lod4all.net/resource/financial/fdicCert-57711>	"Mountain Valley Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58772>	"Mountain View Bank Of Commerce"@en
<http://lod4all.net/resource/financial/fdicCert-90253>	"Mountainone Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58619>	"Mrv Banks"@en
<http://lod4all.net/resource/financial/fdicCert-15523>	"Muenster State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-22826>	"Mufg Union Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-25726>	"Murphy Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29755>	"Mutual Bank"@en
<http://lod4all.net/resource/financial/fdicCert-32325>	"Mutual Of Omaha Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29988>	"Mutual Savings Association, Fsa"@en
<http://lod4all.net/resource/financial/fdicCert-27742>	"Mutual Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29999>	"Mutual Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-27744>	"Mutualbank"@en
<http://lod4all.net/resource/financial/fdicCert-34603>	"Mvb Bank, Inc"@en
<http://lod4all.net/resource/financial/fdicCert-57366>	"Mwabank"@en
<http://lod4all.net/resource/financial/fdicCert-33616>	"My Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57784>	"Nantahala Bank & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-33959>	"Natbank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-57160>	"National Advisors Trust Company, Fsb"@en
<http://lod4all.net/resource/financial/fdicCert-3214>	"National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-3289>	"National Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-14266>	"National Bank Of Commerce"@en
<http://lod4all.net/resource/financial/fdicCert-57764>	"National Bank Of Commerce"@en
<http://lod4all.net/resource/financial/fdicCert-32612>	"National Cooperative Bank, N.A."@en
<http://lod4all.net/resource/financial/fdicCert-34710>	"Nationwide Bank"@en
<http://lod4all.net/resource/financial/fdicCert-59052>	"Nbh Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-7230>	"Nbt Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-58724>	"Nebraska Bank Of Commerce"@en
<http://lod4all.net/resource/financial/fdicCert-13696>	"Nebraska State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16516>	"Nebraska State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9819>	"Nebraska State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8322>	"Nebraska State Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-34811>	"Nebraskaland National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18885>	"Neighborhood National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-2482>	"Nekoosa Port Edwards State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-22669>	"Nevada Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-8506>	"New Albin Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-31257>	"New Buffalo Savings Bank, A Fsb"@en
<http://lod4all.net/resource/financial/fdicCert-29173>	"New Carlisle Federal Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8108>	"New Century Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14546>	"New Era Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35597>	"New Frontier Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58857>	"New Horizon Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-58664>	"New Jersey Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1931>	"New Market Bank"@en
<http://lod4all.net/resource/financial/fdicCert-34726>	"New Mexico Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-35151>	"New Millennium Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23086>	"New Omni Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-34890>	"New Peoples Bank, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-34860>	"New Republic Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58329>	"New Resource Bank"@en
<http://lod4all.net/resource/financial/fdicCert-32749>	"New York Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16022>	"New York Community Bank"@en
